epoch,loss,val_loss
0,1462.9718017578125,14.540716171264648
1,1206.5048828125,14.424880981445312
2,1261.229736328125,13.435680389404297
3,1139.104736328125,13.743261337280273
4,1296.67236328125,13.312359809875488
5,1147.5712890625,13.293289184570312
6,1250.1148681640625,13.532425880432129
7,1073.8798828125,12.462207794189453
8,1149.2933349609375,16.557498931884766
9,975.9815063476562,12.714298248291016
10,1113.8681640625,13.667204856872559
11,1045.632080078125,12.600260734558105
12,916.5159912109375,12.127245903015137
13,957.7328491210938,15.31929874420166
14,816.5757446289062,13.097657203674316
15,818.4720458984375,13.36422348022461
16,907.8522338867188,14.429685592651367
17,757.974609375,12.690987586975098
18,780.3240966796875,12.605172157287598
19,781.1874389648438,13.911429405212402
20,837.9970092773438,13.385880470275879
21,822.4364013671875,13.438325881958008
22,737.4191284179688,12.870692253112793
0,1370.6258544921875,15.295487403869629
