epoch,loss,val_loss
0,0.01935691386461258,0.004044468980282545
1,0.001944463001564145,0.003369930200278759
2,0.0018783245468512177,0.003907265607267618
3,0.0018026088364422321,0.0035319228190928698
4,0.0017334329895675182,0.004550202749669552
5,0.0016560719814151525,0.005171791184693575
6,0.0015632425202056766,0.0044801849871873856
0,0.013978766277432442,0.006923120468854904
1,0.0021342772524803877,0.004145312123000622
2,0.0019270619377493858,0.0039317915216088295
3,0.0018404353177174926,0.003784019034355879
4,0.0017826308030635118,0.003210328286513686
5,0.0016938734333962202,0.004754889290779829
6,0.0016314387321472168,0.0038666489999741316
7,0.0015510712983086705,0.004543972667306662
8,0.0014768021646887064,0.004354249686002731
9,0.001426541362889111,0.00483733182772994
0,0.01751851662993431,0.004604702349752188
1,0.001980004133656621,0.0035253576934337616
2,0.0018705660477280617,0.004043455235660076
3,0.0017968207830563188,0.0034415791742503643
4,0.0017495290376245975,0.004367068409919739
5,0.0016589532606303692,0.004740667063742876
6,0.001586404163390398,0.005397262051701546
7,0.0015064586186781526,0.006519656628370285
8,0.0014530322514474392,0.0074316272512078285
0,0.002985377563163638,0.003962377551943064
1,0.0018353535560891032,0.003294639987871051
2,0.0017268270021304488,0.003461360465735197
3,0.0016461958875879645,0.003724339883774519
4,0.001561528886668384,0.005683170631527901
5,0.0014818753115832806,0.006136044394224882
6,0.0014027358265593648,0.0059731085784733295
0,0.0029261186718940735,0.004023335408419371
1,0.0018644417868927121,0.0037490944378077984
2,0.00173387851100415,0.003324847435578704
3,0.0016634027706459165,0.0033400130923837423
4,0.001588174025528133,0.0035983193665742874
5,0.0015034462558105588,0.00417345529422164
6,0.0014316956512629986,0.0041817366145551205
7,0.001359355403110385,0.0054712756536901
0,0.0032830622512847185,0.0040245987474918365
1,0.0018433028599247336,0.003488134127110243
2,0.001759887090884149,0.003339368849992752
3,0.0016680696280673146,0.0032749956008046865
4,0.0016066490206867456,0.0040129018016159534
5,0.0015225301031023264,0.003909255377948284
6,0.0014538810355588794,0.004461497534066439
7,0.0013819515006616712,0.004707468673586845
8,0.0013036640593782067,0.004449157044291496
0,0.00410094577819109,0.003824942046776414
1,0.001881970907561481,0.003396643092855811
