epoch,loss,val_loss
0,0.008840316906571388,0.0054895905777812
1,0.0038134504575282335,0.005164044443517923
2,0.003511435352265835,0.005173214711248875
3,0.0032255251426249743,0.005832151975482702
4,0.003064644057303667,0.006578005384653807
5,0.0029377122409641743,0.0053128148429095745
6,0.0027550251688808203,0.006343967281281948
7,0.0025009792298078537,0.005817600060254335
8,0.0026538812089711428,0.006561629474163055
9,0.0022672454360872507,0.0059011876583099365
10,0.00219703814946115,0.006887885741889477
11,0.0024723471142351627,0.007261552382260561
0,0.007764996960759163,0.005551781505346298
1,0.003787183202803135,0.005171178840100765
2,0.003454147605225444,0.005292429588735104
3,0.0032375864684581757,0.004867789335548878
4,0.003039020812138915,0.00553531339392066
5,0.0027909567579627037,0.0054352679289877415
6,0.0026242071762681007,0.005965654272586107
7,0.0024141438771039248,0.0060590473003685474
8,0.0022601454984396696,0.007085667457431555
9,0.002124421065673232,0.007282910868525505
10,0.002339667407795787,0.007027780171483755
11,0.002052769996225834,0.0075364429503679276
12,0.0018749454757198691,0.007518462371081114
13,0.0018198724137619138,0.007669741287827492
0,0.007538400124758482,0.006090390495955944
1,0.0037473703268915415,0.005504113622009754
2,0.003422769019380212,0.005334425717592239
3,0.003184267785400152,0.005668156314641237
4,0.0029591547790914774,0.00620169285684824
5,0.0027785799466073513,0.006161033175885677
6,0.0026317855808883905,0.006065709982067347
7,0.0023891872260719538,0.007503789383918047
8,0.0023139796685427427,0.006747046951204538
9,0.002170358318835497,0.006987868808209896
10,0.002065662294626236,0.006415114738047123
11,0.001997097162529826,0.006957117933779955
12,0.0018502448219805956,0.008359533734619617
0,0.010832222178578377,0.005669005215167999
1,0.004029442556202412,0.004903146997094154
2,0.003562981029972434,0.006364909932017326
3,0.0033673595171421766,0.005227622576057911
4,0.003153896192088723,0.006027948576956987
5,0.003006500657647848,0.006209770683199167
6,0.0028377126436680555,0.006340444087982178
7,0.0026672848034650087,0.007032177876681089
8,0.002554187783971429,0.007357737515121698
9,0.0023389430716633797,0.007567114662379026
10,0.002341593150049448,0.006214636843651533
11,0.0022249864414334297,0.007747723255306482
0,0.011155489832162857,0.007209629286080599
1,0.0038948655128479004,0.005119713954627514
2,0.003518133657053113,0.005014354828745127
3,0.0032958954107016325,0.004954712465405464
4,0.0030641434714198112,0.005832163151353598
5,0.0030463594011962414,0.005190753843635321
6,0.0027477804105728865,0.006219459231942892
7,0.002584304893389344,0.006414523348212242
8,0.0024262487422674894,0.006155118346214294
9,0.0023632016964256763,0.006609458941966295
10,0.002175831701606512,0.006805747281759977
11,0.002207979327067733,0.006883750203996897
12,0.002037329599261284,0.007258315104991198
13,0.0018741709645837545,0.007378190755844116
0,0.011737802065908909,0.0076094698160886765
1,0.0040198760107159615,0.005035509821027517
2,0.003640663344413042,0.004716054070740938
3,0.0033997124992311,0.004783746786415577
4,0.003243151353672147,0.00554568599909544
5,0.00301195215433836,0.0055873580276966095
6,0.0029003892559558153,0.005737658590078354
7,0.0026777610182762146,0.005554946605116129
8,0.0025359969586133957,0.006617669947445393
9,0.0023465752601623535,0.005848979577422142
10,0.002273558871820569,0.006761080585420132
11,0.0022620530799031258,0.006488009821623564
12,0.0020056702196598053,0.0064850482158362865
0,0.009830170311033726,0.006163484882563353
1,0.003938612062484026,0.005486432928591967
2,0.0036952299997210503,0.0056794174015522
3,0.0034039404708892107,0.0058800233528018
4,0.0033196730073541403,0.006739727221429348
5,0.0032556033693253994,0.005604311358183622
6,0.003161853412166238,0.006198507733643055
7,0.003078583860769868,0.005774274934083223
8,0.0029921624809503555,0.00582439498975873
9,0.002954552648589015,0.006637561600655317
10,0.002919315593317151,0.0063465372659265995
11,0.002778089139610529,0.008325121365487576
0,0.010414623655378819,0.006815304048359394
1,0.003973658662289381,0.004949643276631832
2,0.0036401734687387943,0.005351311061531305
3,0.0034420459996908903,0.0064903609454631805
4,0.0032902744133025408,0.00637846440076828
5,0.0031875320710241795,0.006332194898277521
6,0.003274434246122837,0.005424141883850098
7,0.0030784946866333485,0.004992952570319176
8,0.0029353436548262835,0.0051207165233790874
9,0.0028994299937039614,0.00522500928491354
10,0.0027324066031724215,0.005999431945383549
11,0.0027802910190075636,0.005418952088803053
0,0.012665682472288609,0.00613372540101409
1,0.003966551274061203,0.0069206892512738705
2,0.00367143377661705,0.004925928544253111
3,0.0035023747477680445,0.005238310433924198
4,0.0033758131321519613,0.005513390060514212
5,0.0032555744983255863,0.004832378122955561
6,0.0031229464802891016,0.0058586779050529
7,0.003249902045354247,0.006454773712903261
8,0.0030853692442178726,0.005376946181058884
9,0.0029219130519777536,0.0058995196595788
10,0.002841735491529107,0.00567008787766099
11,0.00378397386521101,0.006358427461236715
12,0.003149116411805153,0.005936301779001951
13,0.0029645173344761133,0.005818009842187166
14,0.0028450465761125088,0.006024366244673729
15,0.0027619460597634315,0.006288657896220684
0,0.01982155814766884,0.0071494304575026035
1,0.004297378472983837,0.005280095152556896
2,0.00376775860786438,0.005324366502463818
3,0.0036122805904597044,0.006075290963053703
4,0.003359587164595723,0.005602989345788956
5,0.003252899507060647,0.006153590977191925
6,0.003121982328593731,0.006207209080457687
7,0.0030939518474042416,0.005293988157063723
8,0.002978998003527522,0.005914650857448578
9,0.002882726490497589,0.006225351709872484
10,0.004049303010106087,0.00786642450839281
11,0.004984098020941019,0.0076108407229185104
0,0.02028745412826538,0.005836461205035448
1,0.0042322371155023575,0.005952904466539621
2,0.003878567134961486,0.005617636721581221
3,0.003651241771876812,0.00566277839243412
4,0.003601702395826578,0.005314042791724205
5,0.003271886147558689,0.004886447452008724
6,0.003154214471578598,0.0059555284678936005
7,0.0029553230851888657,0.005454608239233494
8,0.002874922938644886,0.005901060067117214
9,0.002729334169998765,0.006981291342526674
10,0.0026373600121587515,0.006041944492608309
