Start date;End date;Total (grid load) [MWh] Calculated resolutions;Residual load [MWh] Calculated resolutions;Hydro pumped storage [MWh] Calculated resolutions
Jun 4, 2017;Jun 5, 2017;1,029,996.25;680,504.75;37,838.00
Jun 5, 2017;Jun 6, 2017;1,033,638.75;765,360.00;18,973.25
Jun 6, 2017;Jun 7, 2017;1,372,512.25;815,132.75;24,199.50
Jun 7, 2017;Jun 8, 2017;1,429,468.25;595,358.00;36,779.50
Jun 8, 2017;Jun 9, 2017;1,402,126.00;901,245.00;20,965.75
Jun 9, 2017;Jun 10, 2017;1,397,782.25;988,100.50;22,761.25
Jun 10, 2017;Jun 11, 2017;1,178,109.25;877,704.75;21,478.25
Jun 11, 2017;Jun 12, 2017;1,079,738.00;670,622.00;32,830.25
Jun 12, 2017;Jun 13, 2017;1,411,538.50;747,122.00;30,907.25
Jun 13, 2017;Jun 14, 2017;1,423,391.25;918,657.75;18,752.25
Jun 14, 2017;Jun 15, 2017;1,375,024.00;1,072,213.50;17,768.50
Jun 15, 2017;Jun 16, 2017;1,219,331.75;873,528.50;16,454.75
Jun 16, 2017;Jun 17, 2017;1,320,771.25;686,808.00;29,601.00
Jun 17, 2017;Jun 18, 2017;1,165,404.00;723,001.75;22,598.00
Jun 18, 2017;Jun 19, 2017;1,069,156.75;802,513.25;30,459.50
Jun 19, 2017;Jun 20, 2017;1,386,466.75;1,117,647.50;14,966.00
Jun 20, 2017;Jun 21, 2017;1,436,838.25;1,082,369.50;24,440.75
Jun 21, 2017;Jun 22, 2017;1,424,777.75;1,144,637.00;13,455.50
Jun 22, 2017;Jun 23, 2017;1,450,917.25;1,024,984.75;15,407.75
Jun 23, 2017;Jun 24, 2017;1,436,031.75;832,694.00;23,701.00
Jun 24, 2017;Jun 25, 2017;1,217,204.75;661,156.25;23,077.75
Jun 25, 2017;Jun 26, 2017;1,102,096.75;634,525.25;24,384.00
Jun 26, 2017;Jun 27, 2017;1,391,508.25;974,093.25;17,020.50
Jun 27, 2017;Jun 28, 2017;1,409,199.75;1,174,308.00;15,425.00
Jun 28, 2017;Jun 29, 2017;1,420,885.00;1,011,503.25;18,041.25
Jun 29, 2017;Jun 30, 2017;1,412,884.50;1,131,521.75;20,950.75
Jun 30, 2017;Jul 1, 2017;1,408,837.00;867,925.50;22,602.25
Jul 1, 2017;Jul 2, 2017;1,192,496.50;758,578.50;15,545.75
Jul 2, 2017;Jul 3, 2017;1,084,960.50;662,153.00;27,921.25
Jul 3, 2017;Jul 4, 2017;1,363,750.75;892,887.50;19,696.50
Jul 4, 2017;Jul 5, 2017;1,402,995.25;1,014,961.25;15,006.25
Jul 5, 2017;Jul 6, 2017;1,412,467.00;1,178,706.00;14,644.25
Jul 6, 2017;Jul 7, 2017;1,420,254.00;1,168,640.75;17,371.50
Jul 7, 2017;Jul 8, 2017;1,412,710.75;1,104,570.25;18,369.25
Jul 8, 2017;Jul 9, 2017;1,205,388.00;893,987.25;20,552.50
Jul 9, 2017;Jul 10, 2017;1,086,325.25;862,194.00;14,889.25
Jul 10, 2017;Jul 11, 2017;1,399,031.00;1,186,741.00;14,868.25
Jul 11, 2017;Jul 12, 2017;1,417,698.50;1,091,749.25;19,887.25
Jul 12, 2017;Jul 13, 2017;1,431,333.25;1,022,074.25;22,025.25
Jul 13, 2017;Jul 14, 2017;1,397,837.75;976,488.75;15,619.50
Jul 14, 2017;Jul 15, 2017;1,377,236.00;1,151,884.50;16,245.00
Jul 15, 2017;Jul 16, 2017;1,160,168.75;920,824.75;18,835.50
Jul 16, 2017;Jul 17, 2017;1,066,155.75;755,856.00;21,691.25
Jul 17, 2017;Jul 18, 2017;1,363,486.75;1,087,155.25;13,496.75
Jul 18, 2017;Jul 19, 2017;1,400,384.00;1,119,269.00;18,717.50
Jul 19, 2017;Jul 20, 2017;1,423,882.75;982,427.25;18,735.50
Jul 20, 2017;Jul 21, 2017;1,406,255.75;1,105,500.50;21,425.50
Jul 21, 2017;Jul 22, 2017;1,372,266.50;1,063,157.75;15,120.50
Jul 22, 2017;Jul 23, 2017;1,180,584.00;847,359.25;15,372.75
Jul 23, 2017;Jul 24, 2017;1,056,104.75;695,936.50;30,331.75
Jul 24, 2017;Jul 25, 2017;1,347,048.50;1,174,522.25;14,258.75
Jul 25, 2017;Jul 26, 2017;1,399,315.25;1,048,631.25;19,962.50
Jul 26, 2017;Jul 27, 2017;1,391,781.75;1,049,547.00;13,206.00
Jul 27, 2017;Jul 28, 2017;1,389,447.25;1,101,483.00;20,384.50
Jul 28, 2017;Jul 29, 2017;1,346,045.00;906,810.00;19,023.75
Jul 29, 2017;Jul 30, 2017;1,157,980.25;689,660.25;21,675.75
Jul 30, 2017;Jul 31, 2017;1,072,144.50;555,019.00;28,749.00
Jul 31, 2017;Aug 1, 2017;1,341,043.50;1,029,177.75;13,339.75
Aug 1, 2017;Aug 2, 2017;1,378,627.50;1,116,845.25;18,087.75
Aug 2, 2017;Aug 3, 2017;1,381,101.00;1,118,344.75;14,784.50
Aug 3, 2017;Aug 4, 2017;1,402,934.25;899,409.50;19,111.50
Aug 4, 2017;Aug 5, 2017;1,374,619.50;772,806.00;22,551.25
Aug 5, 2017;Aug 6, 2017;1,148,672.00;760,613.75;16,643.00
Aug 6, 2017;Aug 7, 2017;1,026,511.75;677,841.00;33,139.00
Aug 7, 2017;Aug 8, 2017;1,307,289.50;981,529.25;18,589.75
Aug 8, 2017;Aug 9, 2017;1,366,418.50;981,985.75;14,022.75
Aug 9, 2017;Aug 10, 2017;1,374,594.75;983,365.25;18,081.25
Aug 10, 2017;Aug 11, 2017;1,366,143.25;1,195,248.00;19,344.50
Aug 11, 2017;Aug 12, 2017;1,343,946.25;1,193,977.00;16,033.25
Aug 12, 2017;Aug 13, 2017;1,142,165.50;765,571.00;25,585.50
Aug 13, 2017;Aug 14, 2017;1,027,911.00;762,830.50;22,504.50
Aug 14, 2017;Aug 15, 2017;1,294,488.00;981,957.25;18,930.50
Aug 15, 2017;Aug 16, 2017;1,330,151.50;960,891.00;14,220.00
Aug 16, 2017;Aug 17, 2017;1,365,960.25;1,145,704.75;19,997.50
Aug 17, 2017;Aug 18, 2017;1,384,666.00;1,035,890.00;18,442.00
Aug 18, 2017;Aug 19, 2017;1,373,144.00;1,061,755.50;14,274.00
Aug 19, 2017;Aug 20, 2017;1,150,942.00;649,830.25;31,991.75
Aug 20, 2017;Aug 21, 2017;1,046,545.50;569,913.25;32,099.25
Aug 21, 2017;Aug 22, 2017;1,340,724.50;954,433.75;19,912.50
Aug 22, 2017;Aug 23, 2017;1,352,827.50;1,087,884.00;13,495.00
Aug 23, 2017;Aug 24, 2017;1,353,593.00;1,086,179.50;12,525.25
Aug 24, 2017;Aug 25, 2017;1,378,370.25;1,034,897.50;17,230.25
Aug 25, 2017;Aug 26, 2017;1,360,552.75;1,096,834.50;15,420.25
Aug 26, 2017;Aug 27, 2017;1,155,229.75;957,726.50;16,799.50
Aug 27, 2017;Aug 28, 2017;1,058,742.75;777,073.50;24,070.25
Aug 28, 2017;Aug 29, 2017;1,347,122.50;1,133,086.50;16,232.00
Aug 29, 2017;Aug 30, 2017;1,392,030.75;1,098,475.75;16,166.50
Aug 30, 2017;Aug 31, 2017;1,409,701.25;1,078,127.00;19,150.00
Aug 31, 2017;Sep 1, 2017;1,395,636.00;1,097,214.75;21,099.50
Sep 1, 2017;Sep 2, 2017;1,343,473.50;1,222,270.25;18,987.75
Sep 2, 2017;Sep 3, 2017;1,131,756.00;989,284.00;13,170.25
Sep 3, 2017;Sep 4, 2017;1,037,921.50;873,731.00;25,760.75
Sep 4, 2017;Sep 5, 2017;1,341,252.50;1,096,338.75;16,548.00
Sep 5, 2017;Sep 6, 2017;1,387,971.25;1,148,440.00;20,222.75
Sep 6, 2017;Sep 7, 2017;1,420,780.00;944,967.25;21,805.00
Sep 7, 2017;Sep 8, 2017;1,391,289.25;942,759.50;17,879.50
Sep 8, 2017;Sep 9, 2017;1,413,221.25;820,416.50;27,331.50
Sep 9, 2017;Sep 10, 2017;1,194,369.50;829,601.25;20,443.50
Sep 10, 2017;Sep 11, 2017;1,074,977.75;686,246.75;27,965.75
Sep 11, 2017;Sep 12, 2017;1,402,402.00;719,660.25;31,735.75
Sep 12, 2017;Sep 13, 2017;1,436,837.25;863,727.75;24,873.00
Sep 13, 2017;Sep 14, 2017;1,467,493.00;637,598.75;29,606.75
Sep 14, 2017;Sep 15, 2017;1,458,805.50;748,935.25;36,478.50
Sep 15, 2017;Sep 16, 2017;1,410,921.25;939,199.25;18,653.50
Sep 16, 2017;Sep 17, 2017;1,190,092.50;1,008,311.75;18,084.25
Sep 17, 2017;Sep 18, 2017;1,081,908.75;939,217.75;21,649.75
Sep 18, 2017;Sep 19, 2017;1,390,642.75;1,229,496.75;19,857.75
Sep 19, 2017;Sep 20, 2017;1,421,501.50;1,251,706.50;17,698.25
Sep 20, 2017;Sep 21, 2017;1,426,918.25;1,196,940.00;23,738.75
Sep 21, 2017;Sep 22, 2017;1,413,931.25;1,239,382.00;21,715.25
Sep 22, 2017;Sep 23, 2017;1,395,126.00;1,264,168.00;15,839.75
Sep 23, 2017;Sep 24, 2017;1,192,761.75;1,050,801.00;13,551.50
Sep 24, 2017;Sep 25, 2017;1,098,714.00;961,382.75;17,578.50
Sep 25, 2017;Sep 26, 2017;1,412,033.00;1,217,027.25;21,191.75
Sep 26, 2017;Sep 27, 2017;1,438,397.00;1,199,999.50;22,308.75
Sep 27, 2017;Sep 28, 2017;1,445,357.25;1,194,020.75;22,403.00
Sep 28, 2017;Sep 29, 2017;1,443,722.75;1,223,111.25;24,392.50
Sep 29, 2017;Sep 30, 2017;1,426,917.00;1,159,083.50;23,920.25
Sep 30, 2017;Oct 1, 2017;1,217,713.00;920,258.50;22,997.75
Oct 1, 2017;Oct 2, 2017;1,095,927.50;810,637.75;27,060.00
Oct 2, 2017;Oct 3, 2017;1,329,822.25;701,806.25;26,026.25
Oct 3, 2017;Oct 4, 2017;1,180,575.50;636,688.75;30,085.50
Oct 4, 2017;Oct 5, 2017;1,441,498.00;748,188.75;32,948.75
Oct 5, 2017;Oct 6, 2017;1,484,600.50;668,189.25;25,081.50
Oct 6, 2017;Oct 7, 2017;1,476,292.50;801,720.25;19,642.75
Oct 7, 2017;Oct 8, 2017;1,262,325.75;570,582.00;35,918.25
Oct 8, 2017;Oct 9, 2017;1,147,776.75;741,410.00;23,125.50
Oct 9, 2017;Oct 10, 2017;1,441,126.75;1,209,528.25;23,137.50
Oct 10, 2017;Oct 11, 2017;1,495,031.25;1,145,326.50;25,266.00
Oct 11, 2017;Oct 12, 2017;1,501,932.00;921,218.00;21,066.50
Oct 12, 2017;Oct 13, 2017;1,489,319.00;771,855.25;33,523.25
Oct 13, 2017;Oct 14, 2017;1,459,194.00;1,058,994.50;20,738.75
Oct 14, 2017;Oct 15, 2017;1,237,910.25;818,165.25;25,399.75
Oct 15, 2017;Oct 16, 2017;1,109,786.50;777,081.75;23,120.00
Oct 16, 2017;Oct 17, 2017;1,424,764.25;1,052,682.50;21,982.75
Oct 17, 2017;Oct 18, 2017;1,471,694.75;1,087,140.25;26,780.00
Oct 18, 2017;Oct 19, 2017;1,466,244.25;1,296,281.25;20,172.00
Oct 19, 2017;Oct 20, 2017;1,466,113.50;1,227,863.00;20,815.50
Oct 20, 2017;Oct 21, 2017;1,469,513.75;1,048,496.50;17,674.50
Oct 21, 2017;Oct 22, 2017;1,249,010.00;927,683.75;16,398.00
Oct 22, 2017;Oct 23, 2017;1,161,997.25;675,812.25;29,977.75
Oct 23, 2017;Oct 24, 2017;1,468,181.25;1,161,740.25;19,933.50
Oct 24, 2017;Oct 25, 2017;1,498,875.75;1,191,612.00;21,738.25
Oct 25, 2017;Oct 26, 2017;1,501,802.75;983,154.00;23,303.25
Oct 26, 2017;Oct 27, 2017;1,477,635.50;1,103,842.00;20,681.25
Oct 27, 2017;Oct 28, 2017;1,473,236.75;896,528.25;23,772.00
Oct 28, 2017;Oct 29, 2017;1,289,053.25;477,666.25;29,117.25
Oct 29, 2017;Oct 30, 2017;1,239,575.75;438,734.25;29,426.75
Oct 30, 2017;Oct 31, 2017;1,346,184.00;853,965.00;26,887.50
Oct 31, 2017;Nov 1, 2017;1,216,251.00;904,920.50;17,390.50
Nov 1, 2017;Nov 2, 2017;1,350,412.25;897,893.75;17,209.25
Nov 2, 2017;Nov 3, 2017;1,463,900.00;1,058,584.50;19,827.25
Nov 3, 2017;Nov 4, 2017;1,455,230.75;1,292,257.75;13,539.50
Nov 4, 2017;Nov 5, 2017;1,287,293.50;926,036.25;20,112.25
Nov 5, 2017;Nov 6, 2017;1,180,328.00;884,748.50;32,936.00
Nov 6, 2017;Nov 7, 2017;1,480,689.75;1,334,840.00;19,127.00
Nov 7, 2017;Nov 8, 2017;1,527,974.00;1,351,221.00;23,414.00
Nov 8, 2017;Nov 9, 2017;1,524,247.50;1,437,016.00;19,987.75
Nov 9, 2017;Nov 10, 2017;1,528,846.00;1,315,754.75;20,774.00
Nov 10, 2017;Nov 11, 2017;1,549,006.00;916,596.50;16,393.50
Nov 11, 2017;Nov 12, 2017;1,349,280.00;782,322.25;30,840.25
Nov 12, 2017;Nov 13, 2017;1,233,206.00;973,279.25;17,928.50
Nov 13, 2017;Nov 14, 2017;1,516,068.00;1,265,625.25;19,012.75
Nov 14, 2017;Nov 15, 2017;1,553,916.25;1,223,321.75;19,210.00
Nov 15, 2017;Nov 16, 2017;1,519,451.00;1,391,079.00;17,414.50
Nov 16, 2017;Nov 17, 2017;1,557,254.50;1,367,514.25;29,244.50
Nov 17, 2017;Nov 18, 2017;1,538,167.25;1,303,646.25;19,709.75
Nov 18, 2017;Nov 19, 2017;1,370,874.50;755,373.00;23,703.75
Nov 19, 2017;Nov 20, 2017;1,255,469.00;503,273.75;34,563.75
Nov 20, 2017;Nov 21, 2017;1,560,655.25;1,150,798.00;18,704.00
Nov 21, 2017;Nov 22, 2017;1,570,964.00;1,251,166.75;20,687.50
Nov 22, 2017;Nov 23, 2017;1,553,116.50;925,347.75;26,024.25
Nov 23, 2017;Nov 24, 2017;1,589,295.75;813,960.00;27,737.00
Nov 24, 2017;Nov 25, 2017;1,532,763.25;1,171,413.50;17,332.25
Nov 25, 2017;Nov 26, 2017;1,337,525.75;1,099,881.25;19,193.00
Nov 26, 2017;Nov 27, 2017;1,284,080.25;664,753.00;24,638.00
Nov 27, 2017;Nov 28, 2017;1,618,756.00;860,288.00;28,352.00
Nov 28, 2017;Nov 29, 2017;1,623,705.00;1,068,282.50;20,491.00
Nov 29, 2017;Nov 30, 2017;1,588,537.75;1,457,268.50;20,693.75
Nov 30, 2017;Dec 1, 2017;1,596,277.75;1,516,664.50;23,524.00
Dec 1, 2017;Dec 2, 2017;1,568,503.00;1,494,934.25;35,600.25
Dec 2, 2017;Dec 3, 2017;1,386,410.00;1,251,700.00;26,269.50
Dec 3, 2017;Dec 4, 2017;1,324,614.75;935,563.00;30,586.25
Dec 4, 2017;Dec 5, 2017;1,632,461.75;1,144,109.50;36,604.25
Dec 5, 2017;Dec 6, 2017;1,656,856.75;1,042,103.75;30,398.75
Dec 6, 2017;Dec 7, 2017;1,635,217.75;994,742.50;37,641.00
Dec 7, 2017;Dec 8, 2017;1,640,661.00;869,153.00;39,902.25
Dec 8, 2017;Dec 9, 2017;1,623,107.75;944,426.00;36,111.00
Dec 9, 2017;Dec 10, 2017;1,422,785.25;700,579.00;43,909.50
Dec 10, 2017;Dec 11, 2017;1,328,224.75;695,996.00;45,335.50
Dec 11, 2017;Dec 12, 2017;1,620,318.75;1,197,370.50;38,765.00
Dec 12, 2017;Dec 13, 2017;1,657,818.25;1,052,021.75;31,393.00
Dec 13, 2017;Dec 14, 2017;1,660,724.00;920,884.75;33,490.75
Dec 14, 2017;Dec 15, 2017;1,651,607.50;942,243.00;35,444.00
Dec 15, 2017;Dec 16, 2017;1,573,156.50;1,364,827.50;37,102.75
Dec 16, 2017;Dec 17, 2017;1,384,674.75;1,099,394.25;37,258.50
Dec 17, 2017;Dec 18, 2017;1,298,845.25;1,035,305.50;30,814.75
Dec 18, 2017;Dec 19, 2017;1,580,095.75;1,418,744.00;34,330.50
Dec 19, 2017;Dec 20, 2017;1,584,114.25;1,474,882.25;39,787.50
Dec 20, 2017;Dec 21, 2017;1,549,672.50;1,456,346.00;39,719.75
Dec 21, 2017;Dec 22, 2017;1,522,612.50;1,254,941.50;39,110.25
Dec 22, 2017;Dec 23, 2017;1,427,108.00;1,189,309.00;35,676.75
Dec 23, 2017;Dec 24, 2017;1,270,888.50;539,390.50;37,710.75
Dec 24, 2017;Dec 25, 2017;1,143,063.25;328,912.00;43,147.50
Dec 25, 2017;Dec 26, 2017;1,114,829.75;509,767.50;38,459.25
Dec 26, 2017;Dec 27, 2017;1,142,822.00;399,976.25;49,295.50
Dec 27, 2017;Dec 28, 2017;1,266,886.75;849,733.00;37,935.75
Dec 28, 2017;Dec 29, 2017;1,315,123.75;807,205.00;34,971.75
Dec 29, 2017;Dec 30, 2017;1,308,705.75;692,984.50;44,738.00
Dec 30, 2017;Dec 31, 2017;1,224,279.25;507,135.00;44,199.50
Dec 31, 2017;Jan 1, 2018;1,126,564.25;388,561.00;42,953.50
Jan 1, 2018;Jan 2, 2018;1,147,136.25;428,246.25;62,115.25
Jan 2, 2018;Jan 3, 2018;1,418,023.00;942,522.00;39,430.50
Jan 3, 2018;Jan 4, 2018;1,569,615.00;639,316.75;57,484.50
Jan 4, 2018;Jan 5, 2018;1,540,122.00;938,065.25;49,465.00
Jan 5, 2018;Jan 6, 2018;1,509,067.00;947,341.00;47,480.75
Jan 6, 2018;Jan 7, 2018;1,291,780.50;1,060,330.75;47,785.25
Jan 7, 2018;Jan 8, 2018;1,249,975.75;848,441.75;51,648.25
Jan 8, 2018;Jan 9, 2018;1,584,936.25;1,015,546.50;43,423.50
Jan 9, 2018;Jan 10, 2018;1,625,929.50;1,059,616.50;39,659.75
Jan 10, 2018;Jan 11, 2018;1,561,369.50;1,367,332.00;39,410.00
Jan 11, 2018;Jan 12, 2018;1,560,737.50;1,504,449.00;37,190.50
Jan 12, 2018;Jan 13, 2018;1,555,192.50;1,416,154.25;32,097.25
Jan 13, 2018;Jan 14, 2018;1,379,524.50;1,041,773.00;30,568.00
Jan 14, 2018;Jan 15, 2018;1,290,511.50;863,823.50;45,169.25
Jan 15, 2018;Jan 16, 2018;1,646,259.25;896,449.75;43,323.75
Jan 16, 2018;Jan 17, 2018;1,656,445.50;950,215.50;36,910.00
Jan 17, 2018;Jan 18, 2018;1,662,154.00;990,724.25;39,379.00
Jan 18, 2018;Jan 19, 2018;1,667,591.25;956,673.00;38,167.50
Jan 19, 2018;Jan 20, 2018;1,570,304.50;1,245,519.25;27,295.00
Jan 20, 2018;Jan 21, 2018;1,368,015.25;1,135,793.00;31,401.25
Jan 21, 2018;Jan 22, 2018;1,264,311.50;1,145,285.75;27,382.50
Jan 22, 2018;Jan 23, 2018;1,578,071.00;1,255,522.00;34,427.75
Jan 23, 2018;Jan 24, 2018;1,599,982.50;1,206,474.00;34,897.75
Jan 24, 2018;Jan 25, 2018;1,640,025.50;842,560.25;48,737.25
Jan 25, 2018;Jan 26, 2018;1,579,279.25;1,128,138.00;34,933.75
Jan 26, 2018;Jan 27, 2018;1,522,171.50;1,440,762.00;27,180.00
Jan 27, 2018;Jan 28, 2018;1,336,982.50;1,029,676.25;28,553.25
Jan 28, 2018;Jan 29, 2018;1,292,205.50;431,221.00;52,063.00
Jan 29, 2018;Jan 30, 2018;1,613,009.75;696,408.25;41,792.50
Jan 30, 2018;Jan 31, 2018;1,597,201.00;1,063,141.50;22,484.75
Jan 31, 2018;Feb 1, 2018;1,636,434.75;908,958.50;38,759.75
Feb 1, 2018;Feb 2, 2018;1,621,602.00;1,065,230.00;30,982.50
Feb 2, 2018;Feb 3, 2018;1,580,525.00;1,176,197.50;29,303.25
Feb 3, 2018;Feb 4, 2018;1,344,159.00;1,207,043.00;22,830.75
Feb 4, 2018;Feb 5, 2018;1,281,840.75;1,007,424.75;38,624.50
Feb 5, 2018;Feb 6, 2018;1,574,648.75;1,316,671.25;25,462.25
Feb 6, 2018;Feb 7, 2018;1,604,196.75;1,440,955.00;35,188.50
Feb 7, 2018;Feb 8, 2018;1,612,236.25;1,500,555.00;36,444.75
Feb 8, 2018;Feb 9, 2018;1,607,865.75;1,470,524.75;36,438.00
Feb 9, 2018;Feb 10, 2018;1,608,111.50;1,355,099.25;31,083.75
Feb 10, 2018;Feb 11, 2018;1,387,875.25;1,206,565.25;21,653.50
Feb 11, 2018;Feb 12, 2018;1,323,596.75;673,469.75;49,863.25
Feb 12, 2018;Feb 13, 2018;1,567,984.50;1,043,752.00;25,751.50
Feb 13, 2018;Feb 14, 2018;1,568,696.50;1,208,693.25;30,237.25
Feb 14, 2018;Feb 15, 2018;1,596,079.00;1,172,729.50;32,365.50
Feb 15, 2018;Feb 16, 2018;1,647,462.75;1,104,957.75;27,823.75
Feb 16, 2018;Feb 17, 2018;1,580,226.75;1,172,368.25;29,097.50
Feb 17, 2018;Feb 18, 2018;1,371,892.00;1,260,892.50;22,114.50
Feb 18, 2018;Feb 19, 2018;1,264,739.75;1,085,665.50;35,078.25
Feb 19, 2018;Feb 20, 2018;1,553,542.25;1,428,559.25;20,998.50
Feb 20, 2018;Feb 21, 2018;1,591,774.50;1,422,362.25;32,611.50
Feb 21, 2018;Feb 22, 2018;1,597,851.50;1,355,995.25;33,981.50
Feb 22, 2018;Feb 23, 2018;1,610,095.75;1,263,451.50;33,402.50
Feb 23, 2018;Feb 24, 2018;1,609,573.25;1,148,733.75;28,378.75
Feb 24, 2018;Feb 25, 2018;1,435,885.50;743,648.75;49,391.75
Feb 25, 2018;Feb 26, 2018;1,334,158.50;857,946.25;32,882.25
Feb 26, 2018;Feb 27, 2018;1,658,546.00;1,178,945.75;24,764.25
Feb 27, 2018;Feb 28, 2018;1,694,430.00;1,266,268.75;27,316.75
Feb 28, 2018;Mar 1, 2018;1,729,547.25;1,066,238.25;41,238.00
Mar 1, 2018;Mar 2, 2018;1,719,266.25;882,299.25;48,370.00
Mar 2, 2018;Mar 3, 2018;1,698,144.75;1,059,769.25;24,762.75
Mar 3, 2018;Mar 4, 2018;1,466,619.25;968,745.00;26,814.25
Mar 4, 2018;Mar 5, 2018;1,330,239.50;827,306.50;50,451.25
Mar 5, 2018;Mar 6, 2018;1,548,953.50;1,135,042.25;21,737.00
Mar 6, 2018;Mar 7, 2018;1,560,604.75;1,343,212.75;31,638.00
Mar 7, 2018;Mar 8, 2018;1,564,247.00;1,354,259.75;23,796.50
Mar 8, 2018;Mar 9, 2018;1,585,318.50;1,025,588.00;35,728.75
Mar 9, 2018;Mar 10, 2018;1,568,205.75;1,120,205.25;30,205.50
Mar 10, 2018;Mar 11, 2018;1,324,352.25;976,375.00;30,881.00
Mar 11, 2018;Mar 12, 2018;1,198,449.50;866,173.25;46,589.50
Mar 12, 2018;Mar 13, 2018;1,489,348.75;1,246,699.00;29,341.00
Mar 13, 2018;Mar 14, 2018;1,564,429.75;1,079,955.25;36,363.75
Mar 14, 2018;Mar 15, 2018;1,526,836.75;1,307,352.25;30,359.00
Mar 15, 2018;Mar 16, 2018;1,595,286.00;851,356.00;44,061.50
Mar 16, 2018;Mar 17, 2018;1,581,938.75;950,779.25;34,777.75
Mar 17, 2018;Mar 18, 2018;1,450,521.75;613,607.00;34,343.50
Mar 18, 2018;Mar 19, 2018;1,366,557.00;532,557.50;53,147.50
Mar 19, 2018;Mar 20, 2018;1,573,600.25;1,204,179.50;21,537.00
Mar 20, 2018;Mar 21, 2018;1,607,381.00;1,163,819.75;35,258.50
Mar 21, 2018;Mar 22, 2018;1,581,551.75;1,251,863.50;28,717.25
Mar 22, 2018;Mar 23, 2018;1,611,590.50;1,144,235.00;37,070.75
Mar 23, 2018;Mar 24, 2018;1,539,705.25;1,396,642.00;28,968.25
Mar 24, 2018;Mar 25, 2018;1,302,289.25;1,085,663.25;38,906.25
Mar 25, 2018;Mar 26, 2018;1,140,354.00;945,855.75;46,965.50
Mar 26, 2018;Mar 27, 2018;1,479,220.75;1,341,756.00;23,965.50
Mar 27, 2018;Mar 28, 2018;1,504,873.25;1,284,452.50;34,427.50
Mar 28, 2018;Mar 29, 2018;1,569,465.00;1,096,715.25;38,152.00
Mar 29, 2018;Mar 30, 2018;1,525,851.25;1,055,907.50;42,777.25
Mar 30, 2018;Mar 31, 2018;1,214,219.00;747,483.75;35,872.75
Mar 31, 2018;Apr 1, 2018;1,224,080.00;833,219.00;40,429.50
Apr 1, 2018;Apr 2, 2018;1,139,701.00;702,587.50;63,676.75
Apr 2, 2018;Apr 3, 2018;1,132,854.50;754,881.25;47,271.75
Apr 3, 2018;Apr 4, 2018;1,435,934.00;871,536.50;39,697.00
Apr 4, 2018;Apr 5, 2018;1,470,133.25;974,044.25;41,013.50
Apr 5, 2018;Apr 6, 2018;1,519,821.00;775,178.25;56,220.50
Apr 6, 2018;Apr 7, 2018;1,461,539.00;935,654.00;34,717.75
Apr 7, 2018;Apr 8, 2018;1,262,965.50;591,826.75;50,785.50
Apr 8, 2018;Apr 9, 2018;1,125,020.75;743,072.00;52,493.00
Apr 9, 2018;Apr 10, 2018;1,390,112.25;1,105,949.50;28,296.50
Apr 10, 2018;Apr 11, 2018;1,471,322.50;894,860.00;38,924.00
Apr 11, 2018;Apr 12, 2018;1,489,797.00;927,805.75;32,581.75
Apr 12, 2018;Apr 13, 2018;1,479,708.00;854,591.25;50,151.50
Apr 13, 2018;Apr 14, 2018;1,455,806.50;1,051,985.75;33,485.75
Apr 14, 2018;Apr 15, 2018;1,228,298.75;808,368.50;40,491.50
Apr 15, 2018;Apr 16, 2018;1,092,876.00;886,170.00;47,184.50
Apr 16, 2018;Apr 17, 2018;1,378,759.25;1,195,376.75;17,466.00
Apr 17, 2018;Apr 18, 2018;1,405,467.50;1,115,925.25;41,906.75
Apr 18, 2018;Apr 19, 2018;1,401,332.25;1,083,732.25;34,989.75
Apr 19, 2018;Apr 20, 2018;1,409,321.25;998,789.00;35,229.25
Apr 20, 2018;Apr 21, 2018;1,399,266.00;985,376.25;31,335.50
Apr 21, 2018;Apr 22, 2018;1,203,866.50;903,657.25;44,066.25
Apr 22, 2018;Apr 23, 2018;1,085,216.50;724,319.00;60,020.00
Apr 23, 2018;Apr 24, 2018;1,398,507.00;863,543.25;37,906.00
Apr 24, 2018;Apr 25, 2018;1,437,132.75;914,213.25;44,088.25
Apr 25, 2018;Apr 26, 2018;1,472,154.75;816,368.25;54,497.50
Apr 26, 2018;Apr 27, 2018;1,468,837.00;879,999.50;49,562.75
Apr 27, 2018;Apr 28, 2018;1,408,501.75;1,035,044.25;30,624.75
Apr 28, 2018;Apr 29, 2018;1,204,455.00;837,723.00;39,463.75
Apr 29, 2018;Apr 30, 2018;1,084,899.00;715,162.75;40,124.75
Apr 30, 2018;May 1, 2018;1,308,527.50;539,301.00;57,944.00
May 1, 2018;May 2, 2018;1,145,401.50;413,100.00;56,062.75
May 2, 2018;May 3, 2018;1,384,488.75;1,016,477.75;29,843.50
May 3, 2018;May 4, 2018;1,425,210.25;1,066,528.00;31,833.50
May 4, 2018;May 5, 2018;1,402,768.75;1,051,262.75;31,684.00
May 5, 2018;May 6, 2018;1,205,892.50;774,233.50;38,268.00
May 6, 2018;May 7, 2018;1,086,685.25;616,997.25;62,883.25
May 7, 2018;May 8, 2018;1,397,346.00;921,201.25;27,144.25
May 8, 2018;May 9, 2018;1,435,363.75;884,338.75;44,978.25
May 9, 2018;May 10, 2018;1,420,880.00;980,151.00;34,393.00
