Start date;End date;Total (grid load) [MWh] Calculated resolutions;Residual load [MWh] Calculated resolutions;Hydro pumped storage [MWh] Calculated resolutions
Jan 1, 2015;Jan 2, 2015;1,096,852.75;768,472.25;25,895.50
Jan 2, 2015;Jan 3, 2015;1,288,914.75;679,205.75;27,225.00
Jan 3, 2015;Jan 4, 2015;1,213,309.50;736,911.75;24,694.25
Jan 4, 2015;Jan 5, 2015;1,177,896.00;767,345.50;24,441.75
Jan 5, 2015;Jan 6, 2015;1,425,927.50;1,172,036.25;25,733.25
Jan 6, 2015;Jan 7, 2015;1,434,875.00;1,292,393.25;22,292.75
Jan 7, 2015;Jan 8, 2015;1,548,897.00;1,310,490.00;14,963.50
Jan 8, 2015;Jan 9, 2015;1,573,448.50;1,131,985.25;20,853.50
Jan 9, 2015;Jan 10, 2015;1,551,795.50;900,819.75;18,492.75
Jan 10, 2015;Jan 11, 2015;1,330,121.50;679,079.25;21,915.75
Jan 11, 2015;Jan 12, 2015;1,245,315.50;595,527.50;23,764.75
Jan 12, 2015;Jan 13, 2015;1,572,223.00;927,555.25;22,427.00
Jan 13, 2015;Jan 14, 2015;1,557,794.25;989,571.00;16,859.00
Jan 14, 2015;Jan 15, 2015;1,554,254.25;1,127,128.00;21,317.00
Jan 15, 2015;Jan 16, 2015;1,580,828.75;1,014,653.75;23,621.00
Jan 16, 2015;Jan 17, 2015;1,534,068.75;1,243,796.25;18,762.75
Jan 17, 2015;Jan 18, 2015;1,329,000.75;1,173,343.75;21,802.50
Jan 18, 2015;Jan 19, 2015;1,243,108.75;1,080,346.25;22,811.75
Jan 19, 2015;Jan 20, 2015;1,559,946.00;1,502,904.25;16,602.75
Jan 20, 2015;Jan 21, 2015;1,595,471.50;1,567,507.00;19,047.25
Jan 21, 2015;Jan 22, 2015;1,594,371.75;1,524,692.25;20,802.00
Jan 22, 2015;Jan 23, 2015;1,605,934.00;1,529,502.50;20,974.00
Jan 23, 2015;Jan 24, 2015;1,580,198.00;1,537,337.00;19,837.00
Jan 24, 2015;Jan 25, 2015;1,391,848.50;1,228,214.75;19,375.75
Jan 25, 2015;Jan 26, 2015;1,265,055.75;1,137,210.75;18,022.50
Jan 26, 2015;Jan 27, 2015;1,581,008.00;1,351,133.75;16,357.75
Jan 27, 2015;Jan 28, 2015;1,592,247.25;1,296,978.75;18,182.50
Jan 28, 2015;Jan 29, 2015;1,613,410.75;1,170,997.50;18,424.75
Jan 29, 2015;Jan 30, 2015;1,596,585.25;1,151,969.50;22,463.75
Jan 30, 2015;Jan 31, 2015;1,562,849.25;1,459,030.25;21,740.25
Jan 31, 2015;Feb 1, 2015;1,345,132.25;1,191,630.75;16,741.50
Feb 1, 2015;Feb 2, 2015;1,250,357.00;1,105,608.75;20,213.75
Feb 2, 2015;Feb 3, 2015;1,592,531.00;1,374,310.00;16,677.75
Feb 3, 2015;Feb 4, 2015;1,620,916.50;1,491,976.00;18,321.25
Feb 4, 2015;Feb 5, 2015;1,626,316.25;1,552,732.25;16,670.00
Feb 5, 2015;Feb 6, 2015;1,623,523.25;1,475,954.50;15,952.75
Feb 6, 2015;Feb 7, 2015;1,597,303.00;1,376,421.25;17,039.50
Feb 7, 2015;Feb 8, 2015;1,395,147.25;1,083,037.50;18,195.00
Feb 8, 2015;Feb 9, 2015;1,281,069.00;816,470.00;29,107.50
Feb 9, 2015;Feb 10, 2015;1,595,861.75;1,192,198.75;21,437.50
Feb 10, 2015;Feb 11, 2015;1,599,749.50;1,421,897.00;15,912.50
Feb 11, 2015;Feb 12, 2015;1,594,669.25;1,539,637.25;14,343.50
Feb 12, 2015;Feb 13, 2015;1,593,174.50;1,528,941.50;16,199.25
Feb 13, 2015;Feb 14, 2015;1,562,459.00;1,406,086.25;14,470.00
Feb 14, 2015;Feb 15, 2015;1,347,657.50;1,163,437.75;26,035.25
Feb 15, 2015;Feb 16, 2015;1,242,427.50;982,093.00;23,066.25
Feb 16, 2015;Feb 17, 2015;1,512,297.75;1,242,247.25;19,952.50
Feb 17, 2015;Feb 18, 2015;1,581,008.00;1,473,207.75;17,058.00
Feb 18, 2015;Feb 19, 2015;1,589,465.00;1,421,280.50;18,749.00
Feb 19, 2015;Feb 20, 2015;1,595,995.75;1,293,574.25;18,613.75
Feb 20, 2015;Feb 21, 2015;1,557,110.25;1,144,866.00;22,559.00
Feb 21, 2015;Feb 22, 2015;1,335,687.25;1,007,726.25;21,031.75
Feb 22, 2015;Feb 23, 2015;1,238,835.25;1,037,043.75;17,027.75
Feb 23, 2015;Feb 24, 2015;1,571,784.25;1,171,808.50;19,723.75
Feb 24, 2015;Feb 25, 2015;1,584,692.75;1,213,745.00;22,319.25
Feb 25, 2015;Feb 26, 2015;1,563,406.50;1,376,304.50;18,753.75
Feb 26, 2015;Feb 27, 2015;1,561,393.25;1,286,352.50;22,582.50
Feb 27, 2015;Feb 28, 2015;1,548,504.50;1,340,509.50;14,852.25
Feb 28, 2015;Mar 1, 2015;1,332,163.75;1,056,571.00;16,383.25
Mar 1, 2015;Mar 2, 2015;1,234,739.00;743,517.50;22,585.75
Mar 2, 2015;Mar 3, 2015;1,527,631.75;960,116.00;26,243.75
Mar 3, 2015;Mar 4, 2015;1,561,668.75;1,021,959.00;24,992.50
Mar 4, 2015;Mar 5, 2015;1,572,267.50;1,119,935.50;17,106.75
Mar 5, 2015;Mar 6, 2015;1,562,429.25;1,320,904.75;21,167.00
Mar 6, 2015;Mar 7, 2015;1,530,533.00;1,328,957.00;16,652.75
Mar 7, 2015;Mar 8, 2015;1,308,026.75;930,736.50;22,550.75
Mar 8, 2015;Mar 9, 2015;1,175,447.00;831,270.00;26,798.00
Mar 9, 2015;Mar 10, 2015;1,480,349.25;1,288,821.25;15,853.25
Mar 10, 2015;Mar 11, 2015;1,525,742.00;1,283,786.00;20,087.75
Mar 11, 2015;Mar 12, 2015;1,520,659.25;1,275,677.25;20,925.00
Mar 12, 2015;Mar 13, 2015;1,521,546.25;1,346,497.25;16,440.50
Mar 13, 2015;Mar 14, 2015;1,508,895.25;1,268,816.25;12,777.00
Mar 14, 2015;Mar 15, 2015;1,317,439.00;1,130,311.25;13,703.75
Mar 15, 2015;Mar 16, 2015;1,210,941.25;912,207.75;21,693.50
Mar 16, 2015;Mar 17, 2015;1,491,624.00;1,037,174.75;18,376.00
Mar 17, 2015;Mar 18, 2015;1,486,214.00;1,164,042.00;22,758.50
Mar 18, 2015;Mar 19, 2015;1,476,652.75;1,208,774.00;23,929.50
Mar 19, 2015;Mar 20, 2015;1,486,948.25;1,303,066.25;20,912.25
Mar 20, 2015;Mar 21, 2015;1,473,212.00;1,316,519.75;24,026.50
Mar 21, 2015;Mar 22, 2015;1,297,006.00;1,068,312.00;18,438.75
Mar 22, 2015;Mar 23, 2015;1,178,667.25;949,388.50;22,636.50
Mar 23, 2015;Mar 24, 2015;1,474,552.50;1,291,624.50;20,196.25
Mar 24, 2015;Mar 25, 2015;1,497,185.50;1,357,917.00;20,429.75
Mar 25, 2015;Mar 26, 2015;1,483,083.00;1,248,754.75;21,878.75
Mar 26, 2015;Mar 27, 2015;1,502,972.25;1,342,475.00;20,652.75
Mar 27, 2015;Mar 28, 2015;1,492,776.25;1,197,064.50;24,132.75
Mar 28, 2015;Mar 29, 2015;1,274,739.75;956,789.75;15,019.75
Mar 29, 2015;Mar 30, 2015;1,136,477.50;614,502.25;23,893.00
Mar 30, 2015;Mar 31, 2015;1,490,755.25;877,527.00;24,932.75
Mar 31, 2015;Apr 1, 2015;1,530,603.50;851,816.25;19,258.75
Apr 1, 2015;Apr 2, 2015;1,530,356.50;844,917.50;19,464.25
Apr 2, 2015;Apr 3, 2015;1,495,043.00;986,304.25;25,004.00
Apr 3, 2015;Apr 4, 2015;1,174,168.00;851,282.50;19,214.50
Apr 4, 2015;Apr 5, 2015;1,170,216.75;986,363.75;17,211.25
Apr 5, 2015;Apr 6, 2015;1,078,906.00;853,222.50;22,932.00
Apr 6, 2015;Apr 7, 2015;1,103,790.50;912,172.75;17,283.75
Apr 7, 2015;Apr 8, 2015;1,446,748.25;1,141,910.75;15,836.00
Apr 8, 2015;Apr 9, 2015;1,458,387.00;1,241,869.75;16,453.75
Apr 9, 2015;Apr 10, 2015;1,430,608.25;1,230,563.00;21,366.00
Apr 10, 2015;Apr 11, 2015;1,403,490.75;1,189,871.50;20,005.00
Apr 11, 2015;Apr 12, 2015;1,220,022.25;772,731.25;16,234.75
Apr 12, 2015;Apr 13, 2015;1,104,281.50;663,179.50;24,502.25
Apr 13, 2015;Apr 14, 2015;1,422,882.25;902,057.50;24,843.75
Apr 14, 2015;Apr 15, 2015;1,451,877.50;1,076,871.75;20,031.75
Apr 15, 2015;Apr 16, 2015;1,446,631.50;960,214.50;25,998.25
Apr 16, 2015;Apr 17, 2015;1,435,797.00;1,144,173.00;23,981.50
Apr 17, 2015;Apr 18, 2015;1,420,430.75;1,168,049.50;18,257.25
Apr 18, 2015;Apr 19, 2015;1,204,574.50;942,961.25;24,675.25
Apr 19, 2015;Apr 20, 2015;1,098,683.00;851,362.00;17,747.25
Apr 20, 2015;Apr 21, 2015;1,399,052.25;1,079,493.75;20,401.50
Apr 21, 2015;Apr 22, 2015;1,421,485.50;997,698.50;23,007.75
Apr 22, 2015;Apr 23, 2015;1,399,100.00;1,119,615.50;14,803.25
Apr 23, 2015;Apr 24, 2015;1,389,804.75;1,159,591.75;21,836.00
Apr 24, 2015;Apr 25, 2015;1,377,649.75;1,126,023.00;20,513.00
Apr 25, 2015;Apr 26, 2015;1,187,569.50;943,304.25;15,899.75
Apr 26, 2015;Apr 27, 2015;1,075,979.25;872,421.75;13,738.25
Apr 27, 2015;Apr 28, 2015;1,413,651.25;1,172,651.00;15,831.25
Apr 28, 2015;Apr 29, 2015;1,435,329.75;1,197,466.50;17,289.50
Apr 29, 2015;Apr 30, 2015;1,432,913.50;1,095,167.25;21,352.25
Apr 30, 2015;May 1, 2015;1,412,109.25;1,119,758.50;18,277.50
May 1, 2015;May 2, 2015;1,075,570.50;903,299.50;18,863.50
May 2, 2015;May 3, 2015;1,111,235.50;932,062.00;15,194.25
May 3, 2015;May 4, 2015;1,091,218.25;789,875.75;18,155.00
May 4, 2015;May 5, 2015;1,385,776.00;1,050,895.00;19,038.00
May 5, 2015;May 6, 2015;1,438,372.50;941,913.75;19,357.75
May 6, 2015;May 7, 2015;1,422,623.00;985,032.50;15,041.25
May 7, 2015;May 8, 2015;1,423,764.00;971,413.25;18,825.00
May 8, 2015;May 9, 2015;1,384,680.50;1,165,965.50;16,263.00
May 9, 2015;May 10, 2015;1,187,495.75;803,028.50;16,341.00
May 10, 2015;May 11, 2015;1,073,386.00;632,118.00;28,489.25
May 11, 2015;May 12, 2015;1,391,791.00;1,038,901.50;17,122.50
May 12, 2015;May 13, 2015;1,417,129.50;982,352.50;18,049.75
May 13, 2015;May 14, 2015;1,393,403.50;982,639.00;16,303.50
May 14, 2015;May 15, 2015;1,089,956.00;860,723.75;23,943.00
May 15, 2015;May 16, 2015;1,231,519.75;1,029,790.75;17,962.75
May 16, 2015;May 17, 2015;1,144,990.50;831,944.50;14,077.00
May 17, 2015;May 18, 2015;1,061,435.25;670,560.75;21,398.25
May 18, 2015;May 19, 2015;1,371,581.50;1,043,338.00;23,625.25
May 19, 2015;May 20, 2015;1,428,677.50;1,051,809.25;19,222.25
May 20, 2015;May 21, 2015;1,406,578.50;1,207,419.00;20,533.75
May 21, 2015;May 22, 2015;1,405,156.25;1,190,541.50;17,508.75
May 22, 2015;May 23, 2015;1,380,327.50;1,162,095.25;17,844.50
May 23, 2015;May 24, 2015;1,162,168.00;972,206.25;15,495.25
May 24, 2015;May 25, 2015;1,004,036.25;837,340.00;14,012.75
May 25, 2015;May 26, 2015;1,032,525.75;849,669.50;16,204.75
May 26, 2015;May 27, 2015;1,353,657.75;1,102,264.25;21,336.50
May 27, 2015;May 28, 2015;1,394,642.00;1,150,321.75;21,378.25
May 28, 2015;May 29, 2015;1,402,278.50;975,369.50;24,015.75
May 29, 2015;May 30, 2015;1,377,218.00;1,079,739.75;16,617.25
May 30, 2015;May 31, 2015;1,184,791.25;780,901.25;21,564.75
May 31, 2015;Jun 1, 2015;1,068,924.75;646,993.50;30,732.00
Jun 1, 2015;Jun 2, 2015;1,357,172.00;1,060,855.50;13,956.00
Jun 2, 2015;Jun 3, 2015;1,426,045.25;817,305.75;22,169.00
Jun 3, 2015;Jun 4, 2015;1,406,184.25;878,425.25;20,193.50
Jun 4, 2015;Jun 5, 2015;1,196,726.50;934,235.25;16,737.50
Jun 5, 2015;Jun 6, 2015;1,310,531.75;940,656.50;18,482.75
Jun 6, 2015;Jun 7, 2015;1,174,324.00;800,225.25;26,737.50
Jun 7, 2015;Jun 8, 2015;1,052,549.50;755,991.25;29,139.00
Jun 8, 2015;Jun 9, 2015;1,373,450.00;1,096,532.25;16,861.00
Jun 9, 2015;Jun 10, 2015;1,413,813.25;1,203,320.00;14,260.00
Jun 10, 2015;Jun 11, 2015;1,418,292.25;1,190,694.75;14,751.50
Jun 11, 2015;Jun 12, 2015;1,404,924.25;1,172,805.75;13,366.25
Jun 12, 2015;Jun 13, 2015;1,396,584.25;1,140,992.50;13,998.00
Jun 13, 2015;Jun 14, 2015;1,183,551.00;902,724.00;13,739.25
Jun 14, 2015;Jun 15, 2015;1,055,201.25;771,296.50;21,105.25
Jun 15, 2015;Jun 16, 2015;1,354,365.75;1,104,683.00;8,227.00
Jun 16, 2015;Jun 17, 2015;1,379,174.25;1,150,217.75;9,138.50
Jun 17, 2015;Jun 18, 2015;1,383,312.00;1,069,345.50;11,644.25
Jun 18, 2015;Jun 19, 2015;1,398,559.00;1,091,205.00;15,533.00
Jun 19, 2015;Jun 20, 2015;1,383,682.75;1,056,537.50;14,887.25
Jun 20, 2015;Jun 21, 2015;1,158,266.50;907,683.50;13,421.00
Jun 21, 2015;Jun 22, 2015;1,066,681.50;884,553.25;19,068.75
Jun 22, 2015;Jun 23, 2015;1,364,658.00;1,147,341.50;12,531.25
Jun 23, 2015;Jun 24, 2015;1,403,901.25;1,085,398.75;14,771.00
Jun 24, 2015;Jun 25, 2015;1,418,049.00;1,094,945.50;13,208.00
Jun 25, 2015;Jun 26, 2015;1,400,194.00;1,172,457.50;16,089.50
Jun 26, 2015;Jun 27, 2015;1,374,364.75;1,188,801.50;13,068.00
Jun 27, 2015;Jun 28, 2015;1,177,172.75;905,805.25;19,419.25
Jun 28, 2015;Jun 29, 2015;1,049,237.00;790,577.25;24,063.75
Jun 29, 2015;Jun 30, 2015;1,360,981.75;1,126,300.75;11,371.25
Jun 30, 2015;Jul 1, 2015;1,382,484.25;1,134,592.25;12,679.25
Jul 1, 2015;Jul 2, 2015;1,423,537.00;1,060,784.00;17,002.00
Jul 2, 2015;Jul 3, 2015;1,461,593.75;1,026,694.75;20,569.50
Jul 3, 2015;Jul 4, 2015;1,433,013.25;1,157,042.75;21,041.75
Jul 4, 2015;Jul 5, 2015;1,216,157.25;938,006.50;22,442.75
Jul 5, 2015;Jul 6, 2015;1,106,196.75;845,217.50;22,780.50
Jul 6, 2015;Jul 7, 2015;1,407,216.50;1,026,185.50;20,247.75
Jul 7, 2015;Jul 8, 2015;1,438,257.75;1,153,260.50;17,614.00
Jul 8, 2015;Jul 9, 2015;1,436,067.25;897,288.50;17,282.75
Jul 9, 2015;Jul 10, 2015;1,411,164.25;851,222.75;16,367.75
Jul 10, 2015;Jul 11, 2015;1,376,786.00;937,659.75;23,227.50
Jul 11, 2015;Jul 12, 2015;1,170,569.25;927,337.25;11,714.00
Jul 12, 2015;Jul 13, 2015;1,082,322.50;827,588.75;22,721.00
Jul 13, 2015;Jul 14, 2015;1,386,611.50;1,196,908.25;11,503.00
Jul 14, 2015;Jul 15, 2015;1,422,298.50;1,196,395.25;14,979.50
Jul 15, 2015;Jul 16, 2015;1,419,442.75;1,203,728.25;15,455.00
Jul 16, 2015;Jul 17, 2015;1,422,858.75;1,201,171.00;15,625.75
Jul 17, 2015;Jul 18, 2015;1,411,155.75;1,056,480.50;21,614.00
Jul 18, 2015;Jul 19, 2015;1,173,462.00;869,893.00;19,862.75
Jul 19, 2015;Jul 20, 2015;1,075,339.25;833,377.75;16,828.00
Jul 20, 2015;Jul 21, 2015;1,375,381.75;1,103,359.00;14,214.00
Jul 21, 2015;Jul 22, 2015;1,432,158.75;1,055,281.75;20,458.00
Jul 22, 2015;Jul 23, 2015;1,435,284.00;1,186,764.50;16,799.50
Jul 23, 2015;Jul 24, 2015;1,407,231.00;1,195,041.50;15,439.00
Jul 24, 2015;Jul 25, 2015;1,380,103.75;1,126,230.50;15,181.75
Jul 25, 2015;Jul 26, 2015;1,203,321.00;625,029.50;22,510.75
Jul 26, 2015;Jul 27, 2015;1,056,176.25;605,153.50;20,454.25
Jul 27, 2015;Jul 28, 2015;1,352,494.00;964,868.00;21,972.25
Jul 28, 2015;Jul 29, 2015;1,388,360.75;834,006.75;16,160.75
Jul 29, 2015;Jul 30, 2015;1,378,486.00;867,445.75;19,575.00
Jul 30, 2015;Jul 31, 2015;1,377,652.75;838,947.00;20,454.00
Jul 31, 2015;Aug 1, 2015;1,334,274.00;1,005,932.25;18,441.00
Aug 1, 2015;Aug 2, 2015;1,140,056.50;918,897.00;16,266.50
Aug 2, 2015;Aug 3, 2015;1,040,171.75;815,759.50;20,337.25
Aug 3, 2015;Aug 4, 2015;1,341,428.50;1,012,496.00;18,188.25
Aug 4, 2015;Aug 5, 2015;1,378,695.00;1,071,499.50;20,418.75
Aug 5, 2015;Aug 6, 2015;1,356,978.75;1,097,095.25;17,844.50
Aug 6, 2015;Aug 7, 2015;1,385,305.25;1,095,637.75;22,680.25
Aug 7, 2015;Aug 8, 2015;1,359,287.25;1,110,450.75;20,074.50
Aug 8, 2015;Aug 9, 2015;1,189,120.25;902,978.00;17,208.50
Aug 9, 2015;Aug 10, 2015;1,077,699.75;837,729.00;19,566.00
Aug 10, 2015;Aug 11, 2015;1,349,076.00;1,124,122.75;17,023.00
Aug 11, 2015;Aug 12, 2015;1,389,722.00;1,140,859.25;20,986.00
Aug 12, 2015;Aug 13, 2015;1,387,330.00;1,157,059.50;17,900.50
Aug 13, 2015;Aug 14, 2015;1,393,746.25;1,020,281.25;22,911.00
Aug 14, 2015;Aug 15, 2015;1,370,371.75;1,014,107.00;20,217.75
Aug 15, 2015;Aug 16, 2015;1,153,315.50;961,820.25;15,808.50
Aug 16, 2015;Aug 17, 2015;1,063,923.50;915,808.75;14,798.25
Aug 17, 2015;Aug 18, 2015;1,347,075.75;1,157,738.25;17,220.75
Aug 18, 2015;Aug 19, 2015;1,363,137.75;1,152,690.25;18,572.50
Aug 19, 2015;Aug 20, 2015;1,355,961.00;1,216,129.75;16,611.25
Aug 20, 2015;Aug 21, 2015;1,363,692.50;1,213,758.00;19,616.25
Aug 21, 2015;Aug 22, 2015;1,342,451.75;1,118,226.50;16,712.50
Aug 22, 2015;Aug 23, 2015;1,156,390.25;852,917.00;17,602.00
Aug 23, 2015;Aug 24, 2015;1,069,342.25;601,343.75;28,362.50
Aug 24, 2015;Aug 25, 2015;1,374,361.50;999,599.25;16,206.25
Aug 25, 2015;Aug 26, 2015;1,409,083.50;880,502.75;23,806.00
Aug 26, 2015;Aug 27, 2015;1,411,981.25;947,105.25;22,944.75
Aug 27, 2015;Aug 28, 2015;1,414,906.00;1,056,981.75;15,348.25
Aug 28, 2015;Aug 29, 2015;1,380,512.75;1,182,815.00;16,953.25
Aug 29, 2015;Aug 30, 2015;1,174,553.50;960,396.25;18,114.75
Aug 30, 2015;Aug 31, 2015;1,079,632.25;873,663.50;22,745.00
Aug 31, 2015;Sep 1, 2015;1,395,918.00;1,134,157.50;17,622.50
Sep 1, 2015;Sep 2, 2015;1,435,239.75;1,126,091.25;21,188.75
Sep 2, 2015;Sep 3, 2015;1,410,018.25;1,094,585.00;20,675.50
Sep 3, 2015;Sep 4, 2015;1,400,276.00;1,196,362.00;15,220.25
Sep 4, 2015;Sep 5, 2015;1,384,113.25;1,039,576.25;18,582.75
Sep 5, 2015;Sep 6, 2015;1,188,822.75;656,716.00;22,975.50
Sep 6, 2015;Sep 7, 2015;1,099,124.25;503,110.00;31,857.25
Sep 7, 2015;Sep 8, 2015;1,382,586.75;1,131,447.50;13,007.75
Sep 8, 2015;Sep 9, 2015;1,414,328.00;1,215,129.25;15,636.50
Sep 9, 2015;Sep 10, 2015;1,401,616.00;1,170,376.25;17,623.50
Sep 10, 2015;Sep 11, 2015;1,404,584.00;1,116,194.75;16,647.25
Sep 11, 2015;Sep 12, 2015;1,393,470.25;1,105,626.25;12,834.25
Sep 12, 2015;Sep 13, 2015;1,196,281.25;919,954.00;18,712.00
Sep 13, 2015;Sep 14, 2015;1,093,266.25;865,836.50;19,666.75
Sep 14, 2015;Sep 15, 2015;1,407,604.75;1,118,405.75;17,009.00
Sep 15, 2015;Sep 16, 2015;1,447,300.50;989,880.00;17,929.75
Sep 16, 2015;Sep 17, 2015;1,450,007.50;1,074,862.50;13,254.00
Sep 17, 2015;Sep 18, 2015;1,458,469.00;937,261.00;14,426.00
Sep 18, 2015;Sep 19, 2015;1,400,770.50;1,090,395.75;18,291.00
Sep 19, 2015;Sep 20, 2015;1,186,330.25;992,969.25;17,356.50
Sep 20, 2015;Sep 21, 2015;1,090,959.75;833,764.25;28,098.25
Sep 21, 2015;Sep 22, 2015;1,390,748.50;1,167,724.25;14,838.00
Sep 22, 2015;Sep 23, 2015;1,435,608.00;1,189,401.25;19,338.25
Sep 23, 2015;Sep 24, 2015;1,434,547.00;1,292,352.50;24,378.25
Sep 24, 2015;Sep 25, 2015;1,433,948.25;1,141,677.50;23,230.50
Sep 25, 2015;Sep 26, 2015;1,413,457.25;1,223,246.25;14,561.50
Sep 26, 2015;Sep 27, 2015;1,212,919.75;1,053,675.25;18,516.75
Sep 27, 2015;Sep 28, 2015;1,095,111.00;873,218.50;24,108.00
Sep 28, 2015;Sep 29, 2015;1,407,247.50;1,190,574.00;19,850.00
Sep 29, 2015;Sep 30, 2015;1,446,055.00;1,139,139.50;21,690.00
Sep 30, 2015;Oct 1, 2015;1,439,201.00;1,130,302.00;18,764.00
Oct 1, 2015;Oct 2, 2015;1,411,533.50;1,134,188.25;22,539.50
Oct 2, 2015;Oct 3, 2015;1,387,105.25;1,149,383.00;19,847.50
Oct 3, 2015;Oct 4, 2015;1,103,941.75;904,851.00;15,659.00
Oct 4, 2015;Oct 5, 2015;1,081,326.00;953,724.50;20,305.25
Oct 5, 2015;Oct 6, 2015;1,381,206.50;1,162,614.00;13,251.50
Oct 6, 2015;Oct 7, 2015;1,462,233.25;1,112,893.75;14,460.50
Oct 7, 2015;Oct 8, 2015;1,456,866.00;1,211,089.50;21,893.50
Oct 8, 2015;Oct 9, 2015;1,451,470.00;1,347,252.25;20,678.50
Oct 9, 2015;Oct 10, 2015;1,423,404.50;1,318,873.25;19,590.50
Oct 10, 2015;Oct 11, 2015;1,210,169.50;956,602.75;16,069.00
Oct 11, 2015;Oct 12, 2015;1,111,534.00;675,697.75;29,954.50
Oct 12, 2015;Oct 13, 2015;1,420,595.25;1,074,979.25;23,493.25
Oct 13, 2015;Oct 14, 2015;1,490,625.00;1,311,955.75;16,648.50
Oct 14, 2015;Oct 15, 2015;1,523,737.25;1,366,814.00;22,392.00
Oct 15, 2015;Oct 16, 2015;1,521,378.25;1,334,774.00;22,268.00
Oct 16, 2015;Oct 17, 2015;1,487,050.25;1,380,132.25;21,446.50
Oct 17, 2015;Oct 18, 2015;1,259,580.50;1,200,872.50;14,477.75
Oct 18, 2015;Oct 19, 2015;1,155,736.25;1,095,423.75;21,036.25
Oct 19, 2015;Oct 20, 2015;1,460,230.75;1,400,658.00;19,187.75
Oct 20, 2015;Oct 21, 2015;1,490,949.50;1,429,468.75;20,242.50
Oct 21, 2015;Oct 22, 2015;1,486,456.25;1,329,344.00;20,909.00
Oct 22, 2015;Oct 23, 2015;1,495,807.50;1,200,380.25;18,625.50
Oct 23, 2015;Oct 24, 2015;1,455,423.00;1,208,904.50;17,891.50
Oct 24, 2015;Oct 25, 2015;1,245,788.50;1,047,175.25;19,895.00
Oct 25, 2015;Oct 26, 2015;1,197,595.50;1,035,570.75;21,357.25
Oct 26, 2015;Oct 27, 2015;1,438,709.25;1,226,058.50;21,387.50
Oct 27, 2015;Oct 28, 2015;1,483,668.25;1,255,548.00;19,635.75
Oct 28, 2015;Oct 29, 2015;1,495,979.25;1,279,130.25;21,339.00
Oct 29, 2015;Oct 30, 2015;1,486,544.25;1,421,691.75;18,408.50
Oct 30, 2015;Oct 31, 2015;1,464,909.50;1,345,527.25;23,075.75
Oct 31, 2015;Nov 1, 2015;1,227,707.75;968,255.00;21,359.00
Nov 1, 2015;Nov 2, 2015;1,143,829.75;973,321.00;21,388.25
Nov 2, 2015;Nov 3, 2015;1,459,486.25;1,342,274.50;15,694.75
Nov 3, 2015;Nov 4, 2015;1,501,974.00;1,394,385.25;20,483.00
Nov 4, 2015;Nov 5, 2015;1,501,964.25;1,355,944.25;19,729.00
Nov 5, 2015;Nov 6, 2015;1,480,819.00;1,311,288.50;20,556.25
Nov 6, 2015;Nov 7, 2015;1,462,573.50;1,211,360.50;18,717.50
Nov 7, 2015;Nov 8, 2015;1,266,163.75;897,713.25;21,555.50
Nov 8, 2015;Nov 9, 2015;1,150,594.25;759,375.75;26,980.75
Nov 9, 2015;Nov 10, 2015;1,480,767.00;876,282.00;25,734.25
Nov 10, 2015;Nov 11, 2015;1,518,108.00;890,559.50;24,888.75
Nov 11, 2015;Nov 12, 2015;1,507,564.25;1,072,280.50;23,114.00
Nov 12, 2015;Nov 13, 2015;1,509,683.50;1,174,520.50;21,907.75
Nov 13, 2015;Nov 14, 2015;1,510,891.75;1,022,005.50;22,434.50
Nov 14, 2015;Nov 15, 2015;1,301,251.25;674,661.00;21,677.25
Nov 15, 2015;Nov 16, 2015;1,208,250.25;655,904.50;25,947.50
Nov 16, 2015;Nov 17, 2015;1,494,604.25;1,013,274.50;21,007.00
Nov 17, 2015;Nov 18, 2015;1,540,540.25;1,046,537.50;19,612.75
Nov 18, 2015;Nov 19, 2015;1,537,272.50;804,475.00;26,664.75
Nov 19, 2015;Nov 20, 2015;1,561,215.00;865,901.00;23,632.25
Nov 20, 2015;Nov 21, 2015;1,522,261.00;1,195,095.75;21,056.50
Nov 21, 2015;Nov 22, 2015;1,314,882.25;1,090,205.00;27,413.75
Nov 22, 2015;Nov 23, 2015;1,231,515.75;914,377.25;26,772.00
Nov 23, 2015;Nov 24, 2015;1,543,575.50;1,362,203.75;19,341.75
Nov 24, 2015;Nov 25, 2015;1,613,177.50;1,172,225.00;24,490.50
Nov 25, 2015;Nov 26, 2015;1,601,158.25;1,405,858.50;20,528.50
Nov 26, 2015;Nov 27, 2015;1,579,375.00;1,457,803.00;23,867.50
Nov 27, 2015;Nov 28, 2015;1,554,779.00;1,283,706.50;20,653.50
Nov 28, 2015;Nov 29, 2015;1,359,668.75;859,872.75;21,393.75
Nov 29, 2015;Nov 30, 2015;1,271,987.25;567,790.50;24,744.00
Nov 30, 2015;Dec 1, 2015;1,560,671.50;948,509.50;22,542.50
Dec 1, 2015;Dec 2, 2015;1,573,020.25;1,145,817.50;23,695.25
Dec 2, 2015;Dec 3, 2015;1,564,814.25;1,206,481.75;22,491.25
Dec 3, 2015;Dec 4, 2015;1,546,209.00;1,237,068.25;22,073.00
Dec 4, 2015;Dec 5, 2015;1,543,396.50;1,019,246.50;20,167.50
Dec 5, 2015;Dec 6, 2015;1,327,450.00;711,818.50;28,779.50
Dec 6, 2015;Dec 7, 2015;1,228,762.50;588,414.50;23,108.75
